Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,Ht,h,OD,B,b,tnom,tdes,b/tdes,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,J,C
HSS,HSS101.6X50.8X7.9,HSS101.6X50.8X7.9,15.7,1900,102,79.5,,50.8,28.7,7.94,7.39,3.87,10.7,,2.14,56.2,42,33.5,0.695,34.1,27.4,19.2,1830,58.8
HSS,HSS101.6X50.8X6.4,HSS101.6X50.8X6.4,13.1,1570,102,83.8,,50.8,33,6.35,5.92,5.58,14.2,,1.87,48.2,36.9,34.5,0.616,29.3,24.3,19.8,1590,50
HSS,HSS101.6X50.8X4.8,HSS101.6X50.8X4.8,10.2,1220,102,88.4,,50.8,37.6,4.76,4.42,8.49,20,,1.52,38.3,30,35.3,0.508,23.4,20,20.4,1280,39.5
HSS,HSS101.6X50.8X3.2,HSS101.6X50.8X3.2,7.06,839,102,92.7,,50.8,41.9,3.18,2.95,14.2,31.5,,1.1,27.2,21.6,36.3,0.374,16.7,14.7,21.1,916,27.7
HSS,HSS101.6X38.1X6.4,HSS101.6X38.1X6.4,11.8,1430,102,83.8,,38.1,20.3,6.35,5.92,3.44,14.2,,1.52,41,30,32.8,0.305,19.8,16,14.6,891,35.7
HSS,HSS101.6X38.1X4.8,HSS101.6X38.1X4.8,9.27,1100,102,88.4,,38.1,24.8,4.78,4.42,5.62,20,,1.26,32.9,24.7,33.8,0.258,16.1,13.6,15.3,741,28.7
HSS,HSS101.6X38.1X3.2,HSS101.6X38.1X3.2,6.44,768,102,92.7,,38.1,29.2,3.18,2.95,9.93,31.5,,0.92,23.4,18.2,34.5,0.194,11.6,10.2,15.9,541,20.3
HSS,HSS88.9X88.9X9.5,HSS88.9X88.9X9.5,21.8,2640,88.9,62.2,,88.9,62.2,9.53,8.86,7.03,7.03,,2.7,76.9,60.8,32,2.7,76.9,60.8,32,4660,111
HSS,HSS88.9X88.9X7.9,HSS88.9X88.9X7.9,18.8,2270,88.9,66.8,,88.9,66.8,7.94,7.39,9.03,9.03,,2.43,67.8,54.7,32.8,2.43,67.8,54.7,32.8,4120,96.7
HSS,HSS88.9X88.9X6.4,HSS88.9X88.9X6.4,15.6,1880,88.9,71.1,,88.9,71.1,6.35,5.92,12,12,,2.1,57.4,47.2,33.5,2.1,57.4,47.2,33.5,3480,80.6
HSS,HSS88.9X88.9X4.8,HSS88.9X88.9X4.8,12.1,1450,88.9,75.7,,88.9,75.7,4.76,4.42,17.1,17.1,,1.69,45.2,37.9,34.3,1.69,45.2,37.9,34.3,2730,62.8
HSS,HSS88.9X88.9X3.2,HSS88.9X88.9X3.2,8.33,994,88.9,80,,88.9,80,3.18,2.95,27.2,27.2,,1.21,31.6,27.2,34.8,1.21,31.6,27.2,34.8,1910,43.4
HSS,HSS88.9X63.5X9.5,HSS88.9X63.5X9.5,18,2190,88.9,62.2,,63.5,36.8,9.53,8.86,4.16,7.03,,1.98,58.8,44.5,30.1,1.15,46.3,36.3,23,2560,74.8
HSS,HSS88.9X63.5X7.9,HSS88.9X63.5X7.9,15.6,1900,88.9,66.8,,63.5,41.4,7.94,7.39,5.59,9.03,,1.81,52.5,40.7,30.9,1.06,41.4,33.3,23.6,2300,66
HSS,HSS88.9X63.5X6.4,HSS88.9X63.5X6.4,13.1,1570,88.9,71.1,,63.5,45.7,6.35,5.92,7.73,12,,1.58,44.8,35.5,31.7,0.928,35.4,29.2,24.3,1980,55.8
HSS,HSS88.9X63.5X4.8,HSS88.9X63.5X4.8,10.2,1220,88.9,75.7,,63.5,50.3,4.76,4.42,11.4,17.1,,1.29,35.7,28.9,32.5,0.76,28.3,23.9,25,1570,43.8
HSS,HSS88.9X63.5X3.2,HSS88.9X63.5X3.2,7.07,839,88.9,80,,63.5,54.6,3.18,2.95,18.6,27.2,,0.929,25.3,20.9,33.2,0.553,20.1,17.4,25.6,1110,30.6
HSS,HSS88.9X50.8X6.4,HSS88.9X50.8X6.4,11.8,1430,88.9,71.1,,50.8,33,6.35,5.92,5.58,12,,1.32,38.7,29.7,30.5,0.541,25.9,21.3,19.5,1320,43.3
HSS,HSS88.9X50.8X4.8,HSS88.9X50.8X4.8,9.27,1100,88.9,75.7,,50.8,37.6,4.76,4.42,8.49,17.1,,1.09,31,24.4,31.2,0.45,20.8,17.7,20.1,1060,34.2
HSS,HSS88.9X50.8X3.2,HSS88.9X50.8X3.2,6.43,768,88.9,80,,50.8,41.9,3.18,2.95,14.2,27.2,,0.791,22,17.9,32.3,0.331,14.9,13,20.8,762,24.1
HSS,HSS88.9X38.1X6.4,HSS88.9X38.1X6.4,10.5,1270,88.9,71.1,,38.1,20.3,6.35,5.92,3.44,12,,1.06,32.4,23.9,29,0.266,17.4,13.9,14.5,745,30.8
HSS,HSS88.9X38.1X4.8,HSS88.9X38.1X4.8,8.31,994,88.9,75.7,,38.1,24.8,4.76,4.42,5.62,17.1,,0.882,26.2,19.8,29.7,0.226,14.2,11.9,15.1,620,24.7
HSS,HSS88.9X38.1X3.2,HSS88.9X38.1X3.2,5.8,690,88.9,80,,38.1,29.2,3.18,2.95,9.93,27.2,,0.653,18.8,14.7,30.7,0.171,10.3,8.98,15.7,454,17.7
HSS,HSS76.2X76.2X9.5,HSS76.2X76.2X9.5,18,2190,76.2,49.5,,76.2,49.5,9.53,8.86,5.6,5.6,,1.57,53.3,41.3,26.9,1.57,53.3,41.3,26.9,2760,77.7
HSS,HSS76.2X76.2X7.9,HSS76.2X76.2X7.9,15.7,1900,76.2,54.1,,76.2,54.1,7.94,7.39,7.31,7.31,,1.44,47.5,37.7,27.4,1.44,47.5,37.7,27.4,2470,68.5
HSS,HSS76.2X76.2X6.4,HSS76.2X76.2X6.4,13.1,1570,76.2,58.4,,76.2,58.4,6.35,5.92,9.88,9.88,,1.26,40.6,32.9,28.2,1.26,40.6,32.9,28.2,2110,57.7
HSS,HSS76.2X76.2X4.8,HSS76.2X76.2X4.8,10.2,1220,76.2,63,,76.2,63,4.76,4.42,14.2,14.2,,1.02,32.3,26.9,29,1.02,32.3,26.9,29,1680,45.2
HSS,HSS76.2X76.2X3.2,HSS76.2X76.2X3.2,7.06,839,76.2,67.3,,76.2,67.3,3.18,2.95,22.9,22.9,,0.741,22.9,19.5,29.7,0.741,22.9,19.5,29.7,1180,31.5
HSS,HSS76.2X63.5X7.9,HSS76.2X63.5X7.9,14.1,1700,76.2,54.1,,63.5,41.4,7.94,7.39,5.59,7.31,,1.22,41.1,31.8,26.7,0.907,36.1,28.5,23.1,1810,55.6
HSS,HSS76.2X63.5X6.4,HSS76.2X63.5X6.4,11.8,1430,76.2,58.4,,63.5,45.7,6.35,5.92,7.73,9.88,,1.07,35.4,28.2,27.4,0.803,31.1,25.2,23.7,1560,47
HSS,HSS76.2X63.5X4.8,HSS76.2X63.5X4.8,9.27,1100,76.2,63,,63.5,50.3,4.76,4.42,11.4,14.2,,0.878,28.3,23.1,28.2,0.662,24.9,20.8,24.5,1250,37.2
HSS,HSS76.2X63.5X3.2,HSS76.2X63.5X3.2,6.43,768,76.2,67.3,,63.5,54.6,3.18,2.95,18.6,22.9,,0.641,20.2,16.9,29,0.483,17.9,15.3,25.1,887,26.1
HSS,HSS76.2X50.8X7.9,HSS76.2X50.8X7.9,12.5,1520,76.2,54.1,,50.8,28.7,7.94,7.39,3.87,7.31,,0.991,34.6,26.1,25.7,0.516,25.9,20.3,18.4,1190,42.6
HSS,HSS76.2X50.8X6.4,HSS76.2X50.8X6.4,10.5,1270,76.2,58.4,,50.8,33,6.35,5.92,5.58,9.88,,0.887,30,23.3,26.4,0.462,22.6,18.2,19.1,1050,36.5
HSS,HSS76.2X50.8X4.8,HSS76.2X50.8X4.8,8.31,994,76.2,63,,50.8,37.6,4.76,4.42,8.49,14.2,,0.737,24.3,19.3,27.2,0.388,18.4,15.3,19.8,853,29.2
HSS,HSS76.2X50.8X3.2,HSS76.2X50.8X3.2,5.8,690,76.2,67.3,,50.8,41.9,3.18,2.95,14.2,22.9,,0.541,17.4,14.2,27.9,0.288,13.2,11.3,20.4,612,20.5
HSS,HSS76.2X38.1X6.4,HSS76.2X38.1X6.4,9.26,1120,76.2,58.4,,38.1,20.3,6.35,5.92,3.44,9.88,,0.699,24.7,18.4,24.9,0.226,14.9,11.9,14.2,599,25.9
HSS,HSS76.2X38.1X4.8,HSS76.2X38.1X4.8,7.36,884,76.2,63,,38.1,24.8,4.76,4.42,5.62,14.2,,0.591,20.3,15.5,25.9,0.194,12.3,10.2,14.8,504,21
HSS,HSS76.2X38.1X3.2,HSS76.2X38.1X3.2,5.16,617,76.2,67.3,,38.1,29.2,3.18,2.95,9.93,22.9,,0.441,14.7,11.6,26.7,0.148,9.01,7.77,15.5,369,15.1
HSS,HSS76.2X25.4X4.8,HSS76.2X25.4X4.8,6.41,768,76.2,63,,25.4,12.1,4.76,4.42,2.75,14.2,,0.445,16.2,11.7,24.1,0.072,7.08,5.65,9.65,219,13
HSS,HSS76.2X25.4X3.2,HSS76.2X25.4X3.2,4.53,542,76.2,67.3,,25.4,16.6,3.18,2.95,5.62,22.9,,0.34,11.9,8.93,25.1,0.0574,5.33,4.52,10.3,170,9.59
HSS,HSS63.5X63.5X7.9,HSS63.5X63.5X7.9,12.5,1520,63.5,41.4,,63.5,41.4,7.94,7.39,5.59,5.59,,0.758,30.8,23.9,22.4,0.758,30.8,23.9,22.4,1330,44.9
HSS,HSS63.5X63.5X6.4,HSS63.5X63.5X6.4,10.5,1270,63.5,45.7,,63.5,45.7,6.35,5.92,7.73,7.73,,0.678,26.7,21.3,23.1,0.678,26.7,21.3,23.1,1160,38.5
HSS,HSS63.5X63.5X4.8,HSS63.5X63.5X4.8,8.3,994,63.5,50.3,,63.5,50.3,4.76,4.42,11.4,11.4,,0.562,21.6,17.7,23.8,0.562,21.6,17.7,23.8,937,30.5
HSS,HSS63.5X63.5X3.2,HSS63.5X63.5X3.2,5.8,690,63.5,54.6,,63.5,54.6,3.18,2.95,18.6,18.6,,0.415,15.5,13.1,24.5,0.415,15.5,13.1,24.5,670,21.5
HSS,HSS63.5X50.8X6.4,HSS63.5X50.8X6.4,9.26,1120,63.5,45.7,,50.8,33,6.35,5.92,5.58,7.73,,0.554,22.5,17.4,22.2,0.387,19.2,15.2,18.6,791,29.8
HSS,HSS63.5X50.8X4.8,HSS63.5X50.8X4.8,7.36,884,63.5,50.3,,50.8,37.6,4.76,4.42,8.49,11.4,,0.466,18.4,14.7,23,0.327,15.7,12.9,19.3,645,23.9
HSS,HSS63.5X50.8X3.2,HSS63.5X50.8X3.2,5.16,617,63.5,54.6,,50.8,41.9,3.18,2.95,14.2,18.6,,0.347,13.3,10.9,23.7,0.245,11.4,9.65,19.9,466,17
HSS,HSS63.5X38.1X6.4,HSS63.5X38.1X6.4,8,974,63.5,45.7,,38.1,20.3,6.35,5.92,3.44,7.73,,0.429,18.2,13.5,21,0.187,12.5,9.82,13.9,458,21.1
HSS,HSS63.5X38.1X4.8,HSS63.5X38.1X4.8,6.41,768,63.5,50.3,,38.1,24.8,4.76,4.42,5.62,11.4,,0.367,15,11.6,21.8,0.162,10.4,8.52,14.5,387,17.2
HSS,HSS63.5X38.1X3.2,HSS63.5X38.1X3.2,4.53,542,63.5,54.6,,38.1,29.2,3.18,2.95,9.93,18.6,,0.278,11,8.77,22.7,0.125,7.69,6.54,15.2,286,12.4
HSS,HSS63.5X25.4X4.8,HSS63.5X25.4X4.8,5.46,658,63.5,50.3,,25.4,12.1,4.76,4.42,2.75,11.4,,0.269,11.7,8.47,20.2,0.0595,5.9,4.67,9.5,171,10.6
HSS,HSS63.5X25.4X3.2,HSS63.5X25.4X3.2,3.9,467,63.5,54.6,,25.4,16.6,3.18,2.95,5.62,18.6,,0.209,8.72,6.6,21.2,0.0479,4.49,3.77,10.1,134,7.91
HSS,HSS57.2X57.2X6.4,HSS57.2X57.2X6.4,9.26,1120,57.2,39.4,,57.2,39.4,6.35,5.92,6.66,6.66,,0.47,21,16.6,20.5,0.47,21,16.6,20.5,816,30.3
HSS,HSS57.2X57.2X4.8,HSS57.2X57.2X4.8,7.35,884,57.2,43.9,,57.2,43.9,4.76,4.42,9.93,9.93,,0.397,17,13.9,21.2,0.397,17,13.9,21.2,666,24.3
HSS,HSS57.2X57.2X3.2,HSS57.2X57.2X3.2,5.16,617,57.2,48.3,,57.2,48.3,3.18,2.95,16.4,16.4,,0.296,12.4,10.4,21.9,0.296,12.4,10.4,21.9,479,17.2
HSS,HSS50.8X50.8X6.4,HSS50.8X50.8X6.4,8,974,50.8,33,,50.8,33,6.35,5.92,5.58,5.58,,0.311,15.8,12.2,17.9,0.311,15.8,12.2,17.9,545,23.1
HSS,HSS50.8X50.8X4.8,HSS50.8X50.8X4.8,6.4,768,50.8,37.6,,50.8,37.6,4.76,4.42,8.49,8.49,,0.267,13.1,10.5,18.6,0.267,13.1,10.5,18.6,454,18.7
HSS,HSS50.8X50.8X3.2,HSS50.8X50.8X3.2,4.53,542,50.8,41.9,,50.8,41.9,3.18,2.95,14.2,14.2,,0.202,9.57,7.96,19.3,0.202,9.57,7.96,19.3,331,13.4
HSS,HSS50.8X38.1X4.8,HSS50.8X38.1X4.8,5.46,658,50.8,37.6,,38.1,24.8,4.76,4.42,5.62,8.49,,0.206,10.5,8.11,17.7,0.13,8.54,6.83,14.1,276,13.5
HSS,HSS50.8X38.1X3.2,HSS50.8X38.1X3.2,3.9,467,50.8,41.9,,38.1,29.2,3.18,2.95,9.93,14.2,,0.159,7.78,6.28,18.5,0.102,6.37,5.33,14.8,206,9.82
HSS,HSS50.8X25.4X4.8,HSS50.8X25.4X4.8,4.51,545,50.8,37.6,,25.4,12.1,4.76,4.42,2.75,8.49,,0.146,7.87,5.74,16.3,0.0466,4.72,3.69,9.27,125,8.28
HSS,HSS50.8X25.4X3.2,HSS50.8X25.4X3.2,3.26,392,50.8,41.9,,25.4,16.6,3.18,2.95,5.62,14.2,,0.117,6,4.59,17.2,0.0384,3.65,3.02,9.91,99.1,6.23
HSS,HSS38.1X38.1X6.4,HSS38.1X38.1X6.4,5.52,671,38.1,20.3,,38.1,20.3,6.35,5.92,3.44,3.44,,0.108,7.69,5.67,12.7,0.108,7.69,5.67,12.7,196,11.5
HSS,HSS38.1X38.1X4.8,HSS38.1X38.1X4.8,4.52,545,38.1,24.8,,38.1,24.8,4.78,4.42,5.62,5.62,,0.0982,6.65,5.16,13.4,0.0982,6.65,5.16,13.4,172,9.7
HSS,HSS38.1X38.1X3.2,HSS38.1X38.1X3.2,3.27,392,38.1,29.2,,38.1,29.2,3.18,2.95,9.93,9.93,,0.0783,5.06,4.11,14.1,0.0783,5.06,4.11,14.1,132,7.18
HSS,HSS711.2X25.4,HSS711.2X25.4,430,51000,,,711,,,25.4,23.6,,,30.1,3020,11200,8490,243,3020,11200,8490,243,6040000,16900
HSS,HSS711.2X22.2,HSS711.2X22.2,378,44800,,,711,,,22.2,20.7,,,34.4,2680,9870,7520,244,2680,9870,7520,244,5370000,15000
HSS,HSS711.2X19.0,HSS711.2X19.0,325,38600,,,711,,,19.1,17.7,,,40.1,2320,8520,6520,245,2320,8520,6520,245,4660000,13000
HSS,HSS711.2X15.9,HSS711.2X15.9,272,32300,,,711,,,15.9,14.8,,,48.2,1960,7160,5510,246,1960,7160,5510,246,3920000,11000
HSS,HSS711.2X12.7,HSS711.2X12.7,219,25900,,,711,,,12.7,11.8,,,60.2,1590,5780,4460,247,1590,5780,4460,247,3180000,8910
HSS,HSS711.2X9.5,HSS711.2X9.5,165,19500,,,711,,,9.53,8.86,,,80.3,1210,4380,3390,248,1210,4380,3390,248,2410000,6780
HSS,HSS660.4X19.0,HSS660.4X19.0,301,35700,,,660,,,19.1,17.7,,,37.3,1850,7330,5600,227,1850,7330,5600,227,3700000,11200
HSS,HSS660.4X15.9,HSS660.4X15.9,252,29900,,,660,,,15.9,14.8,,,44.7,1560,6160,4740,228,1560,6160,4740,228,3120000,9460
HSS,HSS660.4X12.7,HSS660.4X12.7,203,24100,,,660,,,12.7,11.8,,,55.9,1270,4970,3830,229,1270,4970,3830,229,2530000,7670
HSS,HSS660.4X9.5,HSS660.4X9.5,153,18100,,,660,,,9.53,8.86,,,74.6,961,3750,2920,230,961,3750,2920,230,1920000,5830
HSS,HSS660.4X7.9,HSS660.4X7.9,128,15200,,,660,,,7.95,7.39,,,89.5,807,3150,2440,231,807,3150,2440,231,1610000,4880
HSS,HSS609.6X25.4,HSS609.6X25.4,366,43500,,,610,,,25.4,23.6,,,25.8,1870,8110,6130,207,1870,8110,6130,207,3740000,12200
HSS,HSS609.6X22.2,HSS609.6X22.2,322,38300,,,610,,,22.2,20.7,,,29.5,1660,7180,5440,208,1660,7180,5440,208,3320000,10900
HSS,HSS609.6X19.0,HSS609.6X19.0,277,33000,,,610,,,19.1,17.7,,,34.4,1440,6210,4740,209,1440,6210,4740,209,2890000,9460
HSS,HSS609.6X15.9,HSS609.6X15.9,232,27600,,,610,,,15.9,14.8,,,41.3,1220,5230,4000,210,1220,5230,4000,210,2440000,8000
HSS,HSS609.6X12.7,HSS609.6X12.7,187,22200,,,610,,,12.7,11.8,,,51.6,991,4230,3240,211,991,4230,3240,211,1980000,6510
HSS,HSS609.6X9.5,HSS609.6X9.5,141,16700,,,610,,,9.53,8.86,,,68.8,753,3200,2470,212,753,3200,2470,212,1510000,4950
HSS,HSS609.6X7.9,HSS609.6X7.9,118,13900,,,610,,,7.95,7.39,,,82.6,633,2670,2080,213,633,2670,2080,213,1270000,4150
HSS,HSS558.8X19.0,HSS558.8X19.0,254,30100,,,559,,,19.1,17.7,,,31.5,1100,5190,3950,192,1100,5190,3950,192,2210000,7880
HSS,HSS558.8X15.9,HSS558.8X15.9,213,25200,,,559,,,15.9,14.8,,,37.8,932,4380,3340,193,932,4380,3340,193,1870000,6690
HSS,HSS558.8X12.7,HSS558.8X12.7,171,20300,,,559,,,12.7,11.8,,,47.3,758,3540,2720,194,758,3540,2720,194,1520000,5420
HSS,HSS558.8X9.5,HSS558.8X9.5,129,15300,,,559,,,9.53,8.86,,,63.1,579,2670,2060,195,579,2670,2060,195,1160000,4150
HSS,HSS558.8X7.9,HSS558.8X7.9,108,12800,,,559,,,7.95,7.39,,,75.7,487,2250,1740,195,487,2250,1740,195,974000,3470
HSS,HSS508X25.4,HSS508X25.4,302,35900,,,508,,,25.4,23.6,,,21.5,1060,5540,4160,171,1060,5540,4160,171,2110000,8290
HSS,HSS508X22.2,HSS508X22.2,266,31600,,,508,,,22.2,20.7,,,24.6,941,4920,3700,172,941,4920,3700,172,1880000,7390
HSS,HSS508X19.0,HSS508X19.0,230,27300,,,508,,,19.1,17.7,,,28.7,820,4260,3230,173,820,4260,3230,173,1640000,6460
HSS,HSS508X15.9,HSS508X15.9,193,22900,,,508,,,15.9,14.8,,,34.4,695,3590,2740,174,695,3590,2740,174,1390000,5470
HSS,HSS508X12.7,HSS508X12.7,155,18400,,,508,,,12.7,11.8,,,43,566,2900,2230,176,566,2900,2230,176,1130000,4460
HSS,HSS508X9.5,HSS508X9.5,117,13900,,,508,,,9.53,8.86,,,57.3,433,2210,1700,177,433,2210,1700,177,866000,3410
HSS,HSS508X7.9,HSS508X7.9,97.9,11600,,,508,,,7.95,7.39,,,68.8,364,1850,1430,177,364,1850,1430,177,728000,2870
HSS,HSS508X6.4,HSS508X6.4,78.5,9290,,,508,,,6.35,5.92,,,86,293,1490,1160,178,293,1490,1160,178,587000,2310
HSS,HSS457.2X25.4,HSS457.2X25.4,270,32200,,,457,,,25.4,23.6,,,19.4,758,4440,3310,153,758,4440,3310,153,1520000,6600
HSS,HSS457.2X22.2,HSS457.2X22.2,238,28300,,,457,,,22.2,20.7,,,22.1,678,3950,2970,154,678,3950,2970,154,1350000,5900
HSS,HSS457.2X19.0,HSS457.2X19.0,206,24500,,,457,,,19.1,17.7,,,25.8,591,3420,2590,155,591,3420,2590,155,1180000,5160
HSS,HSS457.2X15.9,HSS457.2X15.9,173,20500,,,457,,,15.9,14.8,,,31,504,2880,2200,156,504,2880,2200,156,1010000,4390
HSS,HSS457.2X12.7,HSS457.2X12.7,139,16500,,,457,,,12.7,11.8,,,38.7,410,2340,1790,157,410,2340,1790,157,820000,3590
HSS,HSS457.2X9.5,HSS457.2X9.5,105,12500,,,457,,,9.53,8.86,,,51.6,314,1790,1370,158,314,1790,1370,158,629000,2750
HSS,HSS457.2X7.9,HSS457.2X7.9,87.9,10500,,,457,,,7.95,7.39,,,61.9,264,1490,1150,159,264,1490,1150,159,529000,2310
HSS,HSS457.2X6.4,HSS457.2X6.4,70.6,8390,,,457,,,6.35,5.92,,,77.4,213,1200,932,160,213,1200,932,160,425000,1870
HSS,HSS406.4X25.4,HSS406.4X25.4,239,28400,,,406,,,25.4,23.6,,,17.2,520,3460,2570,136,520,3460,2570,136,1040000,5110
HSS,HSS406.4X22.2,HSS406.4X22.2,211,25000,,,406,,,22.2,20.7,,,19.7,466,3080,2290,137,466,3080,2290,137,932000,4570
HSS,HSS406.4X19.0,HSS406.4X19.0,182,21600,,,406,,,19.1,17.7,,,22.9,410,2670,2020,138,410,2670,2020,138,820000,4010
HSS,HSS406.4X15.9,HSS406.4X15.9,153,18100,,,406,,,15.9,14.8,,,27.5,349,2260,1720,139,349,2260,1720,139,699000,3420
HSS,HSS406.4X12.7,HSS406.4X12.7,123,14600,,,406,,,12.7,11.8,,,34.4,285,1840,1400,139,285,1840,1400,139,570000,2800
HSS,HSS406.4X11.1,HSS406.4X11.1,108,12800,,,406,,,11.1,10.3,,,39.3,252,1620,1240,140,252,1620,1240,140,504000,2490
HSS,HSS406.4X9.5,HSS406.4X9.5,93.2,11100,,,406,,,9.53,8.86,,,45.8,219,1400,1080,140,219,1400,1080,140,437000,2150
HSS,HSS406.4X7.9,HSS406.4X7.9,77.9,9290,,,406,,,7.94,7.39,,,55,184,1180,908,141,184,1180,908,141,369000,1820
HSS,HSS406.4X6.4,HSS406.4X6.4,62.6,7420,,,406,,,6.35,5.92,,,68.7,149,949,734,142,149,949,734,142,298000,1470
HSS,HSS355.6X25.4,HSS355.6X25.4,207,24600,,,356,,,25.4,23.6,,,15.1,341,2610,1920,118,341,2610,1920,118,683000,3800
HSS,HSS355.6X22.2,HSS355.6X22.2,183,21700,,,356,,,22.2,20.7,,,17.2,306,2330,1720,119,306,2330,1720,119,612000,3420
HSS,HSS355.6X19.0,HSS355.6X19.0,158,18800,,,356,,,19.1,17.7,,,20.1,269,2030,1510,120,269,2030,1510,120,537000,3020
HSS,HSS355.6X15.9,HSS355.6X15.9,133,15800,,,356,,,15.9,14.8,,,24.1,230,1720,1290,121,230,1720,1290,121,458000,2590
HSS,HSS355.6X12.7,HSS355.6X12.7,107,12800,,,356,,,12.7,11.8,,,30.1,189,1400,1060,122,189,1400,1060,122,378000,2130
HSS,HSS355.6X9.5,HSS355.6X9.5,81.3,9680,,,356,,,9.53,8.86,,,40.1,145,1070,816,123,145,1070,816,123,291000,1640
HSS,HSS355.6X7.9,HSS355.6X7.9,67.9,8060,,,356,,,7.94,7.39,,,48.1,123,896,690,123,123,896,690,123,245000,1380
HSS,HSS355.6X6.4,HSS355.6X6.4,54.7,6520,,,356,,,6.35,5.92,,,60.1,99.5,724,559,124,99.5,724,559,124,199000,1120
HSS,HSS355.6X4.8,HSS355.6X4.8,41.2,4880,,,356,,,4.78,4.42,,,80.3,75.3,546,424,124,75.3,546,424,124,151000,847
HSS,HSS340.36X15.9,HSS340.36X15.9,127,15100,,,340,,,15.9,14.8,,,23,199,1560,1170,115,199,1560,1170,115,399000,2340
HSS,HSS340.36X12.7,HSS340.36X12.7,102,12200,,,340,,,12.7,11.8,,,28.8,164,1270,964,116,164,1270,964,116,328000,1920
HSS,HSS340.36X9.5,HSS340.36X9.5,77.5,9230,,,340,,,9.53,8.86,,,38.4,126,970,742,117,126,970,742,117,252000,1480
HSS,HSS340.36X7.9,HSS340.36X7.9,64.9,7680,,,340,,,7.95,7.39,,,46,107,816,626,118,107,816,626,118,213000,1250
HSS,HSS340.36X6.4,HSS340.36X6.4,52.2,6190,,,340,,,6.35,5.92,,,57.5,86.2,659,508,118,86.2,659,508,118,173000,1020
HSS,HSS340.36X4.8,HSS340.36X4.8,39.3,4660,,,340,,,4.78,4.42,,,76.7,65.8,498,387,119,65.8,498,387,119,131000,772
HSS,HSS323.9X19.0,HSS323.9X19.0,143,17000,,,324,,,19.1,17.7,,,18.3,200,1660,1240,108,200,1660,1240,108,400000,2460
HSS,HSS323.9X15.9,HSS323.9X15.9,121,14300,,,324,,,15.9,14.8,,,21.9,171,1410,1060,109,171,1410,1060,109,343000,2110
HSS,HSS323.9X12.7,HSS323.9X12.7,97.4,11500,,,324,,,12.7,11.8,,,27.4,141,1150,872,110,141,1150,872,110,282000,1740
HSS,HSS323.9X9.5,HSS323.9X9.5,73.8,8770,,,324,,,9.53,8.86,,,36.5,109,880,672,112,109,880,672,112,218000,1350
HSS,HSS323.9X6.4,HSS323.9X6.4,49.7,5910,,,324,,,6.35,5.92,,,54.7,74.9,598,462,113,74.9,598,462,113,149000,923
HSS,HSS323.9X4.8,HSS323.9X4.8,37.5,4450,,,324,,,4.78,4.42,,,73.1,56.6,452,351,113,56.6,452,351,113,113000,700
HSS,HSS304.8X15.9,HSS304.8X15.9,113,13500,,,305,,,15.9,14.8,,,20.6,142,1240,931,103,142,1240,931,103,283000,1850
HSS,HSS304.8X12.7,HSS304.8X12.7,91.5,10900,,,305,,,12.7,11.8,,,25.8,117,1010,767,104,117,1010,767,104,234000,1530
HSS,HSS304.8X9.5,HSS304.8X9.5,69.3,8260,,,305,,,9.53,8.86,,,34.4,90.3,777,592,105,90.3,777,592,105,181000,1180
HSS,HSS304.8X6.4,HSS304.8X6.4,46.7,5550,,,305,,,6.35,5.92,,,51.6,62,528,406,106,62,528,406,106,124000,813
HSS,HSS299.72X15.9,HSS299.72X15.9,111,13200,,,300,,,15.9,14.8,,,20.2,133,1190,890,100,133,1190,890,100,266000,1770
HSS,HSS299.72X12.7,HSS299.72X12.7,89.5,10600,,,300,,,12.7,11.8,,,25.3,109,972,733,101,109,972,733,101,219000,1460
HSS,HSS299.72X9.5,HSS299.72X9.5,67.9,8060,,,300,,,9.53,8.86,,,33.7,84.5,742,567,102,84.5,742,567,102,169000,1130
HSS,HSS299.72X8.6,HSS299.72X8.6,61.2,7290,,,300,,,8.56,7.95,,,37.5,76.6,672,515,103,76.6,672,515,103,153000,1030
HSS,HSS299.72X6.4,HSS299.72X6.4,45.7,5430,,,300,,,6.35,5.92,,,50.5,58.3,505,390,103,58.3,505,390,103,116000,778
HSS,HSS273.1X15.9,HSS273.1X15.9,101,12000,,,273,,,15.9,14.8,,,18.5,100,987,734,91.4,100,987,734,91.4,201000,1460
HSS,HSS273.1X12.7,HSS273.1X12.7,81.5,9680,,,273,,,12.7,11.8,,,23.1,82.8,806,606,92.5,82.8,806,606,92.5,166000,1210
HSS,HSS273.1X9.5,HSS273.1X9.5,61.9,7350,,,273,,,9.53,8.86,,,30.8,64.1,619,470,93.5,64.1,619,470,93.5,129000,941
HSS,HSS273.1X7.9,HSS273.1X7.9,51.9,6160,,,273,,,7.95,7.39,,,37,54.5,521,398,94,54.5,521,398,94,109000,796
HSS,HSS273.1X6.4,HSS273.1X6.4,41.8,4970,,,273,,,6.35,5.92,,,46.1,44.1,423,324,94.5,44.1,423,324,94.5,88700,649
HSS,HSS273.1X4.8,HSS273.1X4.8,31.5,3740,,,273,,,4.78,4.42,,,61.6,33.7,320,247,95,33.7,320,247,95,67400,493
